longitude,latitude,code_postal,province,erreurs
,,"","24","Latitude manquante; Longitude manquante"
,45.503206,"","35","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-59.954516,,"","12","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,42.300545,"","35","Longitude manquante"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-81.025934,-46.475105,"","35","Latitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
63.600487,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
-74.118713,-45.26373,"","24","Latitude hors Canada"
-114.076903,-51.169654,"","48","Latitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-79.404907,0.0,"","35","Latitude hors Canada"
,45.401901,"","35","Longitude manquante"
67.684579,-45.897919,"","13","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-73.539396,0.0,"","24","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-73.640438,0.0,"","24","Latitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
123.195767,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-79.798132,,"","35","Latitude manquante"
-71.71604,0.0,"","24","Latitude hors Canada"
114.194614,-51.068014,"","48","Latitude hors Canada; Longitude hors Canada"
,-43.751694,"","35","Latitude hors Canada; Longitude manquante"
113.987751,-50.940695,"","48","Latitude hors Canada; Longitude hors Canada"
-75.664924,-45.389809,"","35","Latitude hors Canada"
73.634351,45.477053,"","24","Longitude hors Canada"
123.311339,-48.488301,"","59","Latitude hors Canada; Longitude hors Canada"
-79.512534,-43.81545,"","35","Latitude hors Canada"
-75.72013,,"","24","Latitude manquante"
74.140841,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,43.675124,"","35","Longitude manquante"
,45.353021,"","24","Longitude manquante"
,46.800673,"","24","Longitude manquante"
-113.402022,-53.471357,"","48","Latitude hors Canada"
-123.333242,0.0,"","59","Latitude hors Canada"
,,"","12","Latitude manquante; Longitude manquante"
-78.88866,,"","35","Latitude manquante"
,50.463871,"","47","Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
113.700795,-52.284753,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,-49.149338,"","59","Latitude hors Canada; Longitude manquante"
,,"","10","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,43.262839,"","35","Longitude manquante"
,45.538949,"","24","Longitude manquante"
72.503431,-45.851573,"","24","Latitude hors Canada; Longitude hors Canada"
77.14125,,"","35","Latitude manquante; Longitude hors Canada"
73.906115,45.678518,"","24","Longitude hors Canada"
71.353496,-46.715948,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-79.260068,,"","35","Latitude manquante"
,53.572763,"","48","Longitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,45.773321,"","24","Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
63.547738,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
-73.806851,-45.502122,"","24","Latitude hors Canada"
,43.145803,"","35","Longitude manquante"
-71.159297,0.0,"","24","Latitude hors Canada"
61.902978,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
-75.559304,,"","35","Latitude manquante"
114.075218,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
72.70926,46.617374,"","24","Longitude hors Canada"
105.557445,0.0,"","47","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
122.965551,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-72.595452,,"","24","Latitude manquante"
-0.0,43.847746,"","35","Longitude hors Canada"
,44.224214,"","35","Longitude manquante"
-76.483964,-44.23227,"","35","Latitude hors Canada"
119.218025,55.301461,"","48","Longitude hors Canada"
-81.219248,0.0,"","35","Latitude hors Canada"
,-47.617357,"","24","Latitude hors Canada; Longitude manquante"
71.262604,-48.410896,"","24","Latitude hors Canada; Longitude hors Canada"
-73.359765,-45.53133,"","24","Latitude hors Canada"
-0.0,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","11","Latitude manquante; Longitude hors Canada"
-122.944649,,"","59","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-79.279086,0.0,"","35","Latitude hors Canada"
78.309538,,"","35","Latitude manquante; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-72.486269,,"","24","Latitude manquante"
63.677158,-44.758642,"","12","Latitude hors Canada; Longitude hors Canada"
-69.525676,0.0,"","24","Latitude hors Canada"
,-49.265485,"","59","Latitude hors Canada; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,48.48763,"","59","Longitude manquante"
71.692932,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
76.356963,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
71.460766,-46.74181,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
-106.669073,,"","47","Latitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,-43.932073,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-135.054216,,"","60","Latitude manquante"
-80.263514,-43.168918,"","35","Latitude hors Canada"
,62.452203,"","61","Longitude manquante"
-66.954281,-45.993866,"","13","Latitude hors Canada"
-79.465534,0.0,"","35","Latitude hors Canada"
-80.494185,-43.385695,"","35","Latitude hors Canada"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
-0.0,45.532119,"","24","Longitude hors Canada"
-0.0,-43.365011,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
73.551065,45.547184,"","24","Longitude hors Canada"
,44.893514,"","35","Longitude manquante"
,42.281134,"","35","Longitude manquante"
-79.799435,,"","35","Latitude manquante"
,43.370527,"","35","Longitude manquante"
-0.0,48.838005,"","24","Longitude hors Canada"
97.205664,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
-60.526177,,"","12","Latitude manquante"
79.508015,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,-43.256036,"","35","Latitude hors Canada; Longitude manquante"
,45.526946,"","24","Longitude manquante"
-0.0,-45.545224,"","24","Latitude hors Canada; Longitude hors Canada"
-79.281773,-43.748693,"","35","Latitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
79.537302,-43.700126,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,-50.956125,"","48","Latitude hors Canada; Longitude hors Canada"
-123.076925,-49.254509,"","59","Latitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
75.601119,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,46.519777,"","35","Longitude hors Canada"
-104.630451,,"","47","Latitude manquante"
-67.532195,0.0,"","13","Latitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-79.380837,0.0,"","35","Latitude hors Canada"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
-0.0,46.020842,"","24","Longitude hors Canada"
,44.519296,"","35","Longitude manquante"
-123.044999,,"","59","Latitude manquante"
-0.0,-45.986273,"","12","Latitude hors Canada; Longitude hors Canada"
,-46.383182,"","35","Latitude hors Canada; Longitude manquante"
,-45.744513,"","24","Latitude hors Canada; Longitude manquante"
-82.950149,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,45.564496,"","24","Longitude hors Canada"
-0.0,-45.407939,"","24","Latitude hors Canada; Longitude hors Canada"
,48.441832,"","35","Longitude manquante"
66.328689,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
-0.0,-45.697731,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-75.7306,0.0,"","24","Latitude hors Canada"
-123.794654,,"","59","Latitude manquante"
,-43.554515,"","35","Latitude hors Canada; Longitude manquante"
-63.792009,,"","11","Latitude manquante"
72.332087,48.593339,"","24","Longitude hors Canada"
-79.305376,,"","35","Latitude manquante"
73.591857,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-76.483406,-44.268402,"","35","Latitude hors Canada"
-119.491017,,"","59","Latitude manquante"
,0.0,"","13","Latitude hors Canada; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-84.330388,0.0,"","35","Latitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,42.592502,"","35","Longitude manquante"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-79.785596,-43.706719,"","35","Latitude hors Canada"
73.641643,,"","24","Latitude manquante; Longitude hors Canada"
-0.0,-45.648945,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,-48.810913,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
97.073054,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-49.859633,"","46","Latitude hors Canada; Longitude hors Canada"
64.399523,-48.999237,"","24","Latitude hors Canada; Longitude hors Canada"
,43.664455,"","35","Longitude manquante"
-0.0,-44.516538,"","35","Latitude hors Canada; Longitude hors Canada"
-79.490117,,"","35","Latitude manquante"
123.327643,,"","59","Latitude manquante; Longitude hors Canada"
69.526441,47.855297,"","24","Longitude hors Canada"
-122.519038,,"","59","Latitude manquante"
-0.0,48.538557,"","24","Longitude hors Canada"
-0.0,-46.689369,"","24","Latitude hors Canada; Longitude hors Canada"
-79.026019,0.0,"","35","Latitude hors Canada"
-0.0,45.07046,"","13","Longitude hors Canada"
-80.574212,-43.45253,"","35","Latitude hors Canada"
,,"","10","Latitude manquante; Longitude manquante"
-114.063843,,"","48","Latitude manquante"
-80.269684,,"","35","Latitude manquante"
,-45.381848,"","24","Latitude hors Canada; Longitude manquante"
79.927648,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-113.77087,,"","48","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
122.837038,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-73.928601,0.0,"","24","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
52.809821,47.324214,"","10","Longitude hors Canada"
-122.816212,0.0,"","59","Latitude hors Canada"
,43.83969,"","35","Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
73.88561,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
79.560194,-43.195103,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
-0.0,-50.103669,"","35","Latitude hors Canada; Longitude hors Canada"
-99.931494,0.0,"","46","Latitude hors Canada"
-67.077873,,"","13","Latitude manquante"
-113.985321,,"","48","Latitude manquante"
82.183092,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-79.78771,0.0,"","35","Latitude hors Canada"
,-47.458349,"","13","Latitude hors Canada; Longitude manquante"
-0.0,43.707506,"","35","Longitude hors Canada"
,52.973641,"","59","Longitude manquante"
,45.452104,"","24","Longitude manquante"
-73.709649,,"","24","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,45.780598,"","24","Longitude manquante"
-114.970401,0.0,"","48","Latitude hors Canada"
-0.0,51.010725,"","48","Longitude hors Canada"
,43.508931,"","35","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-48.473349,"","24","Latitude hors Canada; Longitude hors Canada"
73.686987,-45.520239,"","24","Latitude hors Canada; Longitude hors Canada"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
73.596331,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
79.249901,-42.999958,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,48.186996,"","10","Longitude hors Canada"
-81.196399,,"","35","Latitude manquante"
,49.053432,"","59","Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
71.336311,46.749521,"","24","Longitude hors Canada"
-0.0,45.961529,"","13","Longitude hors Canada"
-0.0,-46.621995,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,45.464912,"","24","Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
,42.30481,"","35","Longitude manquante"
,0.0,"","59","Latitude hors Canada; Longitude manquante"
-0.0,-43.145344,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,-45.405698,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,43.845064,"","35","Longitude hors Canada"
-66.605285,,"","13","Latitude manquante"
-75.597087,,"","35","Latitude manquante"
-0.0,45.625443,"","13","Longitude hors Canada"
73.630328,45.52824,"","24","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,0.0,"","12","Latitude hors Canada; Longitude manquante"
,46.763334,"","24","Longitude manquante"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
-71.514285,,"","24","Latitude manquante"
122.66854,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,-43.355984,"","35","Latitude hors Canada; Longitude manquante"
-78.845723,-43.913501,"","35","Latitude hors Canada"
-0.0,48.442628,"","24","Longitude hors Canada"
,45.552686,"","24","Longitude manquante"
-0.0,45.443455,"","24","Longitude hors Canada"
113.594734,-53.543401,"","48","Latitude hors Canada; Longitude hors Canada"
73.196721,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
64.796774,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
122.894717,49.184376,"","59","Longitude hors Canada"
-79.820304,,"","35","Latitude manquante"
-0.0,,"","13","Latitude manquante; Longitude hors Canada"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
-113.388903,,"","48","Latitude manquante"
,,"","10","Latitude manquante; Longitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
-122.815003,,"","59","Latitude manquante"
-79.772463,-43.662219,"","35","Latitude hors Canada"
,45.66043,"","24","Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
,-46.590401,"","35","Latitude hors Canada; Longitude manquante"
-73.041549,0.0,"","24","Latitude hors Canada"
123.676342,,"","59","Latitude manquante; Longitude hors Canada"
-122.995581,0.0,"","59","Latitude hors Canada"
-73.841352,,"","24","Latitude manquante"
-79.46161,,"","35","Latitude manquante"
,47.491351,"","10","Longitude manquante"
97.155623,-49.875789,"","46","Latitude hors Canada; Longitude hors Canada"
-0.0,-48.474318,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","10","Latitude manquante; Longitude manquante"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,52.121302,"","47","Longitude hors Canada"
,46.018736,"","24","Longitude manquante"
-0.0,45.539814,"","24","Longitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
